IDX,Memo,BagNo,MonNo01,MonNo02,MonNo03,MonNo04,MonNo05,MonNo06,MonNo07,MonNo08,MonNo09,MonNo10
9571,깃발거미 Lv71 (배틀스퀘어 팀전)_통합용                                                                            ,9940071,6064871,0,0,0,0,0,0,0,0,0
9572,깃발거미 Lv72 (배틀스퀘어 팀전)_통합용                                                                            ,9940072,6064872,0,0,0,0,0,0,0,0,0
9573,깃발거미 Lv73 (배틀스퀘어 팀전)_통합용                                                                            ,9940073,6064873,0,0,0,0,0,0,0,0,0
9574,깃발거미 Lv74 (배틀스퀘어 팀전)_통합용                                                                            ,9940074,6064874,0,0,0,0,0,0,0,0,0
9575,깃발거미 Lv75 (배틀스퀘어 팀전)_통합용                                                                            ,9940075,6064875,0,0,0,0,0,0,0,0,0
9576,깃발거미 Lv76 (배틀스퀘어 팀전)_통합용                                                                            ,9940076,6064876,0,0,0,0,0,0,0,0,0
9577,깃발거미 Lv77 (배틀스퀘어 팀전)_통합용                                                                            ,9940077,6064877,0,0,0,0,0,0,0,0,0
9578,깃발거미 Lv78 (배틀스퀘어 팀전)_통합용                                                                            ,9940078,6064878,0,0,0,0,0,0,0,0,0
9579,깃발거미 Lv79 (배틀스퀘어 팀전)_통합용                                                                            ,9940079,6064879,0,0,0,0,0,0,0,0,0
9580,깃발거미 Lv80 (배틀스퀘어 팀전)_통합용                                                                            ,9940080,6064880,0,0,0,0,0,0,0,0,0
9581,깃발거미 Lv81 (배틀스퀘어 팀전)_통합용                                                                            ,9940081,6064881,0,0,0,0,0,0,0,0,0
9582,깃발거미 Lv82 (배틀스퀘어 팀전)_통합용                                                                            ,9940082,6064882,0,0,0,0,0,0,0,0,0
9583,깃발거미 Lv83 (배틀스퀘어 팀전)_통합용                                                                            ,9940083,6064883,0,0,0,0,0,0,0,0,0
9584,깃발거미 Lv84 (배틀스퀘어 팀전)_통합용                                                                            ,9940084,6064884,0,0,0,0,0,0,0,0,0
9585,깃발거미 Lv85 (배틀스퀘어 팀전)_통합용                                                                            ,9940085,6064885,0,0,0,0,0,0,0,0,0
9586,깃발거미 Lv86 (배틀스퀘어 팀전)_통합용                                                                            ,9940086,6064886,0,0,0,0,0,0,0,0,0
9587,깃발거미 Lv87 (배틀스퀘어 팀전)_통합용                                                                            ,9940087,6064887,0,0,0,0,0,0,0,0,0
9588,깃발거미 Lv88 (배틀스퀘어 팀전)_통합용                                                                            ,9940088,6064888,0,0,0,0,0,0,0,0,0
9589,깃발거미 Lv89 (배틀스퀘어 팀전)_통합용                                                                            ,9940089,6064889,0,0,0,0,0,0,0,0,0
