f_NationCodeStr,BagGroupNo,Memo,SuccessRateNo,BagNo01,BagNo02,BagNo03,BagNo04,BagNo05,BagNo06,BagNo07,BagNo08,BagNo09,BagNo10
0,130330,용사의 해안가2 카오스 LV 62~64,10080,31000190,31000200,32000190,32000200,33000190,33000200,34000190,34000200,0,0
0,130340,용사의 계곡 카오스 LV 67~69,10080,31000210,31000220,32000210,32000220,33000210,33000220,34000210,34000220,0,0
0,130350,위험한 폐광 카오스 LV 70~71,10080,31000230,31000240,32000230,32000240,33000230,33000240,34000230,34000240,0,0
0,130360,악마의 숨결 카오스 LV 74~75,10080,31000250,31000260,32000250,32000260,33000250,33000260,34000250,34000260,0,0
0,130370,이글거리는 늪지대 카오스 LV 80~81,10080,31000270,31000280,32000270,32000280,33000270,33000280,34000270,34000280,0,0
0,130380,큰나무 지대 카오스 LV 85~86,10080,31000270,31000280,32000270,32000280,33000270,33000280,34000270,34000280,0,0
0,130390,신들의 안식처 카오스 LV 90~91,10080,31000270,31000280,32000270,32000280,33000270,33000280,34000270,34000280,0,0
0,130400,고요의 숲1 카오스 LV 94~95,10080,31000270,31000280,32000270,32000280,33000270,33000280,34000270,34000280,0,0
0,130410,고요의 숲2 카오스 LV 98~99,10080,31000270,31000280,32000270,32000280,33000270,33000280,34000270,34000280,0,0
0,130420,이슬의 숲1 카오스 LV 102~103,10080,31000270,31000280,32000270,32000280,33000270,33000280,34000270,34000280,0,0
0,130430,이슬의 숲2 카오스 LV 106~107,10080,31000270,31000280,32000270,32000280,33000270,33000280,34000270,34000280,0,0
0,130440,용의 탑1 카오스 LV 110~111,10080,31000270,31000280,32000270,32000280,33000270,33000280,34000270,34000280,0,0
0,130450,용의 탑2 카오스 LV 114~115,10080,31000270,31000280,32000270,32000280,33000270,33000280,34000270,34000280,0,0
0,130460,용의 탑3 카오스 LV 118~119,10080,31000270,31000280,32000270,32000280,33000270,33000280,34000270,34000280,0,0
0,130470,히든 바람평원 LV 21~25,10080,31000070,31000080,32000070,32000080,33000070,33000080,34000070,34000080,0,0
0,130480,히든 배신자의 고개 LV 30~35,10080,31000090,31000100,32000090,32000100,33000090,33000100,34000090,34000100,0,0
0,130490,히든 용사의 해안가 LV 40~44,10080,31000130,31000140,32000130,32000140,33000130,33000140,34000130,34000140,0,0
0,130500,히든 용사의 계곡 LV 47~51,10080,31000150,31000160,32000150,32000160,33000150,33000160,34000150,34000160,0,0
0,130510,히든 위험한 광산 LV 50~54,10080,31000170,31000180,32000170,32000180,33000170,33000180,34000170,34000180,0,0
0,130520,히든 이글거리는 늪지대 LV 60~65,10080,31000190,31000200,32000190,32000200,33000190,33000200,34000190,34000200,0,0
0,130530,히든 고요의 숲 LV 74~79,10080,31000250,31000260,32000250,32000260,33000250,33000260,34000250,34000260,0,0
0,130540,히든 이슬의 숲 LV 82~87,10080,31000270,31000280,32000270,32000280,33000270,33000280,34000270,34000280,0,0
0,130550,히든 엘로라 주둔지 LV 90~95,10080,31000270,31000280,32000270,32000280,33000270,33000280,34000270,34000280,0,0
0,140010,바람의평원1 LV 1~10 일반 세트 보조방어구,10080,0,0,0,0,0,0,0,0,0,0
0,140020,바람의평원2 LV 5~12,10080,0,0,0,0,0,0,0,0,0,0
0,140030,배신자의 고개1 LV 10~18,10040,41200010,43200010,45200010,47200010,0,0,0,0,0,0
0,140040,배신자의 고개2 LV 12~22,10040,41200010,43200010,45200010,47200010,0,0,0,0,0,0
0,140050,용사의 해안가1 LV 20~27,10080,41200030,42200010,43200030,44200010,45200030,46200010,47200030,48200010,0,0
0,140060,용사의 해안가2 LV 22~32,10080,41200030,42200010,43200030,44200010,45200030,46200010,47200030,48200010,0,0
0,140070,용사의 계곡 LV 27~34,10080,41200030,42200010,43200030,44200010,45200030,46200010,47200030,48200010,0,0
0,140080,위험한 폐광 LV 30~37,10080,41200060,42200040,43200060,44200040,45200060,46200040,47200060,48200040,0,0
0,140090,악마의 숨결 LV 34~40,10080,41200060,42200040,43200060,44200040,45200060,46200040,47200060,48200040,0,0
0,140100,파렐경 던전 LV 22~25,10080,41000030,42000010,43000030,44000010,45000030,46000010,47000030,48000010,0,0
0,140110,파렐경 던전 LV 25,10080,41000030,42000010,43000030,44000010,45000030,46000010,47000030,48000010,0,0
0,140120,라발론 던전 LV 40~43,10080,41200090,42200070,43200090,44200070,45200090,46200070,47200090,48200070,0,0
0,140130,라발론 LV 43,10080,41200090,42200070,43200090,44200070,45200090,46200070,47200090,48200070,0,0
0,140140,이글거리는 늪지대 LV 40~49,10080,41200090,42200070,43200090,44200070,45200090,46200070,47200090,48200070,0,0
0,140150,큰나무 지대 LV 45~54,10080,41200090,42200070,43200090,44200070,45200090,46200070,47200090,48200070,0,0
0,140160,신들의 안식처 LV 50~59,10080,41200120,42200100,43200120,44200100,45200120,46200100,47200120,48200100,0,0
0,140170,고요의 숲1 LV 54~63,10080,41200120,42200100,43200120,44200100,45200120,46200100,47200120,48200100,0,0
0,140180,고요의 숲2 LV 58~67,10080,41200150,42200130,43200150,44200130,45200150,46200130,47200150,48200130,0,0
0,140190,이슬의 숲1 LV 62~71,10080,41200150,42200130,43200150,44200130,45200150,46200130,47200150,48200130,0,0
0,140200,이슬의 숲2 LV 66~75,10080,41200180,42200160,43200180,44200130,45200180,46200130,47200180,48200130,0,0
0,140210,용의 탑1 LV 70~79,10080,41200180,42200160,43200180,44200130,45200180,46200130,47200180,48200130,0,0
0,140220,용의 탑2 LV 74~83,10080,41200180,42200160,43200180,44200130,45200180,46200130,47200180,48200130,0,0
0,140230,용의 탑3 LV 78~87,10080,41200180,42200160,43200180,44200130,45200180,46200130,47200180,48200130,0,0
0,140240,사파이어던전 LV 55~56,10080,41200120,42200100,43200120,44200100,45200120,46200100,47200120,48200100,0,0
0,140250,사파이어 LV 65,10080,41200120,42200100,43200120,44200100,45200120,46200100,47200120,48200100,0,0
0,140260,말하는탑 던전 LV 80~81,10080,41200120,42200100,43200120,44200100,45200120,46200100,47200120,48200100,0,0
0,140270,말하는 탑 LV 90,10080,41200120,42200100,43200120,44200100,45200120,46200100,47200120,48200100,0,0
0,140280,바람의평원1 카오스 LV 41~50,10080,41200100,42200080,43200100,44200080,45200100,46200080,47200100,48200080,0,0
0,140290,바람의평원2 카오스 LV 45~52,10080,41200100,42200080,43200100,44200080,45200100,46200080,47200100,48200080,0,0
0,140300,배신자의 고개1 카오스 LV 50~58,10080,41200130,42200110,43200130,44200110,45200130,46200110,47200130,48200110,0,0
0,140310,배신자의 고개2 카오스 LV 52~62,10080,41200130,42200110,43200130,44200110,45200130,46200110,47200130,48200110,0,0
0,140320,용사의 해안가1 카오스 LV 60~67,10080,41200130,42200110,43200130,44200110,45200130,46200110,47200130,48200110,0,0
0,140330,용사의 해안가2 카오스 LV 62~72,10080,41200130,42200110,43200130,44200110,45200130,46200110,47200130,48200110,0,0
0,140340,용사의 계곡 카오스 LV 67~74,10080,41200130,42200110,43200130,44200110,45200130,46200110,47200130,48200110,0,0
0,140350,위험한 폐광 카오스 LV 70~77,10080,41200130,42200110,43200130,44200110,45200130,46200110,47200130,48200110,0,0
0,140360,악마의 숨결 카오스 LV 74~80,10080,41200130,42200110,43200130,44200110,45200130,46200110,47200130,48200110,0,0
0,140370,이글거리는 늪지대 카오스 LV 80~89,10080,41200130,42200110,43200130,44200110,45200130,46200110,47200130,48200110,0,0
0,140380,큰나무 지대 카오스 LV 85~94,10080,41200130,42200110,43200130,44200110,45200130,46200110,47200130,48200110,0,0
0,140390,신들의 안식처 카오스 LV 90~99,10080,41200130,42200110,43200130,44200110,45200130,46200110,47200130,48200110,0,0
0,140400,고요의 숲1 카오스 LV 94~103,10080,41200130,42200110,43200130,44200110,45200130,46200110,47200130,48200110,0,0
0,140410,고요의 숲2 카오스 LV 98~107,10080,41200130,42200110,43200130,44200110,45200130,46200110,47200130,48200110,0,0
0,140420,이슬의 숲1 카오스 LV 102~111,10080,41200130,42200110,43200130,44200110,45200130,46200110,47200130,48200110,0,0
0,140430,이슬의 숲2 카오스 LV 116~115,10080,41200130,42200110,43200130,44200110,45200130,46200110,47200130,48200110,0,0
0,140440,용의 탑1 카오스 LV 110~119,10080,41200130,42200110,43200130,44200110,45200130,46200110,47200130,48200110,0,0
0,140450,용의 탑2 카오스 LV 114~123,10080,41200130,42200110,43200130,44200110,45200130,46200110,47200130,48200110,0,0
0,140460,용의 탑3 카오스 LV 118~127,10080,41200130,42200110,43200130,44200110,45200130,46200110,47200130,48200110,0,0
0,140470,히든 바람평원 LV 21~25,10080,0,0,0,0,0,0,0,0,0,0
0,140480,히든 배신자의 고개 LV 30~35,10080,0,0,0,0,0,0,0,0,0,0
0,140490,히든 용사의 해안가 LV 40~44,10080,0,0,0,0,0,0,0,0,0,0
0,140500,히든 용사의 계곡 LV 47~51,10080,0,0,0,0,0,0,0,0,0,0
0,140510,히든 위험한 광산 LV 50~54,10080,0,0,0,0,0,0,0,0,0,0
0,140520,히든 이글거리는 늪지대 LV 60~65,10080,0,0,0,0,0,0,0,0,0,0
0,140530,히든 고요의 숲 LV 74~79,10080,0,0,0,0,0,0,0,0,0,0
0,140540,히든 이슬의 숲 LV 82~87,10080,0,0,0,0,0,0,0,0,0,0
0,140550,히든 엘로라 주둔지 LV 90~95,10080,0,0,0,0,0,0,0,0,0,0
0,150010,바람의평원1 LV 1~10 무기,10010,19000000,0,0,0,0,0,0,0,0,0
0,150020,바람의평원2 LV 5~12,10040,11000010,13000010,15000010,17000010,0,0,0,0,0,0
0,150030,배신자의 고개1 LV 10~18,10040,11000020,13000020,15000020,17000020,0,0,0,0,0,0
0,150040,배신자의 고개2 LV 12~22,10040,11000020,13000020,15000020,17000020,0,0,0,0,0,0
0,150050,용사의 해안가1 LV 20~27,10080,11000030,12000010,13000030,14000010,15000030,16000010,17000030,18000010,0,0
0,150060,용사의 해안가2 LV 22~32,10080,11000030,12000010,13000030,14000010,15000030,16000010,17000030,18000010,0,0
0,150070,용사의 계곡 LV 27~34,10080,11000040,12000020,13000040,14000020,15000040,16000020,17000040,18000020,0,0
0,150080,위험한 폐광 LV 30~37,10080,11000050,12000030,13000050,14000030,15000050,16000030,17000050,18000030,0,0
0,150090,악마의 숨결 LV 34~40,10080,11000050,12000030,13000050,14000030,15000050,16000030,17000050,18000030,0,0
0,150100,파렐경 던전 LV 22~25,10080,11000030,12000010,13000030,14000010,15000030,16000010,17000030,18000010,0,0
0,150110,파렐경 던전 LV 25,10080,11000030,12000010,13000030,14000010,15000030,16000010,17000030,18000010,0,0
0,150120,라발론 던전 LV 40~43,10080,11000060,12000040,13000060,14000040,15000060,16000040,17000060,18000040,0,0
0,150130,라발론 LV 43,10080,11000060,12000040,13000060,14000040,15000060,16000040,17000060,18000040,0,0
0,150140,이글거리는 늪지대 LV 40~49,10080,11000060,12000040,13000060,14000040,15000060,16000040,17000060,18000040,0,0
0,150150,큰나무 지대 LV 45~54,10080,11000070,12000050,13000070,14000050,15000070,16000050,17000070,18000050,0,0
0,150160,신들의 안식처 LV 50~59,10080,11000070,12000050,13000070,14000050,15000070,16000050,17000070,18000050,0,0
0,150170,고요의 숲1 LV 54~63,10080,11000080,12000060,13000080,14000060,15000080,16000060,17000080,18000060,0,0
0,150180,고요의 숲2 LV 58~67,10080,11000080,12000060,13000080,14000060,15000080,16000060,17000080,18000060,0,0
0,150190,이슬의 숲1 LV 62~71,10080,11000090,12000070,13000090,14000070,15000090,16000070,17000090,18000070,0,0
0,150200,이슬의 숲2 LV 66~75,10080,11000090,12000070,13000090,14000070,15000090,16000070,17000090,18000070,0,0
0,150210,용의 탑1 LV 70~79,10080,11000100,12000080,13000100,14000080,15000100,16000080,17000100,18000080,0,0
0,150220,용의 탑2 LV 74~83,10080,11000100,12000080,13000100,14000080,15000100,16000080,17000100,18000080,0,0
0,150230,용의 탑3 LV 78~87,10080,11000100,12000080,13000100,14000080,15000100,16000080,17000100,18000080,0,0
0,150240,사파이어던전 LV 55~56,10080,11000100,12000080,13000100,14000080,15000100,16000080,17000100,18000080,0,0
0,150250,사파이어 LV 65,10080,11000100,12000080,13000100,14000080,15000100,16000080,17000100,18000080,0,0
0,150260,말하는탑 던전 LV 80~81,10080,11000100,12000080,13000100,14000080,15000100,16000080,17000100,18000080,0,0
0,150270,말하는 탑 LV 90,10080,11000100,12000080,13000100,14000080,15000100,16000080,17000100,18000080,0,0
0,150280,바람의평원1 카오스 LV 41~50,10080,11000060,12000040,13000060,14000040,15000060,16000040,17000060,18000040,0,0
0,150290,바람의평원2 카오스 LV 45~52,10080,11000070,12000050,13000070,14000050,15000070,16000050,17000070,18000050,0,0
0,150300,배신자의 고개1 카오스 LV 50~58,10080,11000070,12000050,13000070,14000050,15000070,16000050,17000070,18000050,0,0
0,150310,배신자의 고개2 카오스 LV 52~62,10080,11000070,12000050,13000070,14000050,15000070,16000050,17000070,18000050,0,0
0,150320,용사의 해안가1 카오스 LV 60~67,10080,11000080,12000060,13000080,14000060,15000080,16000060,17000080,18000060,0,0
0,150330,용사의 해안가2 카오스 LV 62~72,10080,11000090,12000070,13000090,14000070,15000090,16000070,17000090,18000070,0,0
0,150340,용사의 계곡 카오스 LV 67~74,10080,11000100,12000080,13000100,14000080,15000100,16000080,17000100,18000080,0,0
0,150350,위험한 폐광 카오스 LV 70~77,10080,11000100,12000080,13000100,14000080,15000100,16000080,17000100,18000080,0,0
0,150360,악마의 숨결 카오스 LV 74~80,10080,11000100,12000080,13000100,14000080,15000100,16000080,17000100,18000080,0,0
0,150370,이글거리는 늪지대 카오스 LV 80~89,10080,11000100,12000080,13000100,14000080,15000100,16000080,17000100,18000080,0,0
0,150380,큰나무 지대 카오스 LV 85~94,10080,11000100,12000080,13000100,14000080,15000100,16000080,17000100,18000080,0,0
0,150390,신들의 안식처 카오스 LV 90~99,10080,11000100,12000080,13000100,14000080,15000100,16000080,17000100,18000080,0,0
0,150400,고요의 숲1 카오스 LV 94~103,10080,11000100,12000080,13000100,14000080,15000100,16000080,17000100,18000080,0,0
0,150410,고요의 숲2 카오스 LV 98~107,10080,11000100,12000080,13000100,14000080,15000100,16000080,17000100,18000080,0,0
0,150420,이슬의 숲1 카오스 LV 102~111,10080,11000100,12000080,13000100,14000080,15000100,16000080,17000100,18000080,0,0
0,150430,이슬의 숲2 카오스 LV 116~115,10080,11000100,12000080,13000100,14000080,15000100,16000080,17000100,18000080,0,0
0,150440,용의 탑1 카오스 LV 110~119,10080,11000100,12000080,13000100,14000080,15000100,16000080,17000100,18000080,0,0
0,150450,용의 탑2 카오스 LV 114~123,10080,11000100,12000080,13000100,14000080,15000100,16000080,17000100,18000080,0,0
0,150460,용의 탑3 카오스 LV 118~127,10080,11000100,12000080,13000100,14000080,15000100,16000080,17000100,18000080,0,0
0,150470,히든 바람평원 LV 21~25,10080,11000040,12000020,13000040,14000020,15000040,16000020,17000040,18000020,0,0
0,150480,히든 배신자의 고개 LV 30~35,10080,11000050,12000030,13000050,14000030,15000050,16000030,17000050,18000030,0,0
0,150490,히든 용사의 해안가 LV 40~44,10080,11000060,12000040,13000060,14000040,15000060,16000040,17000060,18000040,0,0
0,150500,히든 용사의 계곡 LV 47~51,10080,11000070,12000050,13000070,14000050,15000070,16000050,17000070,18000050,0,0
0,150510,히든 위험한 광산 LV 50~54,10080,11000080,12000060,13000080,14000060,15000080,16000060,17000080,18000060,0,0
0,150520,히든 이글거리는 늪지대 LV 60~65,10080,11000090,12000070,13000090,14000070,15000090,16000070,17000090,18000070,0,0
0,150530,히든 고요의 숲 LV 74~79,10080,11000100,12000080,13000100,14000080,15000100,16000080,17000100,18000080,0,0
0,150540,히든 이슬의 숲 LV 82~87,10080,11000100,12000080,13000100,14000080,15000100,16000080,17000100,18000080,0,0
0,150550,히든 엘로라 주둔지 LV 90~95,10080,11000100,12000080,13000100,14000080,15000100,16000080,17000100,18000080,0,0
0,160010,바람의평원1 LV 1~10 악세서리,10010,0,0,0,0,0,0,0,0,0,0
0,160020,바람의평원2 LV 5~12,10010,0,0,0,0,0,0,0,0,0,0
0,160030,배신자의 고개1 LV 10~18,10010,81000010,0,0,0,0,0,0,0,0,0
0,160040,배신자의 고개2 LV 12~22,10010,81000010,0,0,0,0,0,0,0,0,0
0,160050,용사의 해안가1 LV 20~27,10010,81000020,0,0,0,0,0,0,0,0,0
0,160060,용사의 해안가2 LV 22~32,10010,81000020,0,0,0,0,0,0,0,0,0
0,160070,용사의 계곡 LV 27~34,10010,81000030,0,0,0,0,0,0,0,0,0
0,160080,위험한 폐광 LV 30~37,10010,81000030,0,0,0,0,0,0,0,0,0
0,160090,악마의 숨결 LV 34~40,10010,81000040,0,0,0,0,0,0,0,0,0
0,160100,파렐경 던전 LV 22~25,10010,81000020,0,0,0,0,0,0,0,0,0
0,160110,파렐경 던전 LV 25,10010,81000020,0,0,0,0,0,0,0,0,0
0,160120,라발론 던전 LV 40~43,10010,81000050,0,0,0,0,0,0,0,0,0
0,160130,라발론 LV 43,10010,81000050,0,0,0,0,0,0,0,0,0
0,160140,이글거리는 늪지대 LV 40~49,10010,81000050,0,0,0,0,0,0,0,0,0
0,160150,큰나무 지대 LV 45~54,10010,81000060,0,0,0,0,0,0,0,0,0
0,160160,신들의 안식처 LV 50~59,10010,81000070,0,0,0,0,0,0,0,0,0
0,160170,고요의 숲1 LV 54~63,10010,81000070,0,0,0,0,0,0,0,0,0
0,160180,고요의 숲2 LV 58~67,10010,81000080,0,0,0,0,0,0,0,0,0
0,160190,이슬의 숲1 LV 62~71,10010,81000090,0,0,0,0,0,0,0,0,0
0,160200,이슬의 숲2 LV 66~75,10010,81000090,0,0,0,0,0,0,0,0,0
0,160210,용의 탑1 LV 70~79,10010,81000100,0,0,0,0,0,0,0,0,0
0,160220,용의 탑2 LV 74~83,10010,81000100,0,0,0,0,0,0,0,0,0
0,160230,용의 탑3 LV 78~87,10010,81000100,0,0,0,0,0,0,0,0,0
0,160240,사파이어던전 LV 55~56,10010,81000080,0,0,0,0,0,0,0,0,0
0,160250,사파이어 LV 65,10010,81000090,0,0,0,0,0,0,0,0,0
0,160260,말하는탑 던전 LV 80~81,10010,81000110,0,0,0,0,0,0,0,0,0
0,160270,말하는 탑 LV 90,10010,81000110,0,0,0,0,0,0,0,0,0
0,160280,바람의평원1 카오스 LV 41~50,10010,81000050,0,0,0,0,0,0,0,0,0
0,160290,바람의평원2 카오스 LV 45~52,10010,81000050,0,0,0,0,0,0,0,0,0
0,160300,배신자의 고개1 카오스 LV 50~58,10010,81000070,0,0,0,0,0,0,0,0,0
0,160310,배신자의 고개2 카오스 LV 52~62,10010,81000070,0,0,0,0,0,0,0,0,0
0,160320,용사의 해안가1 카오스 LV 60~67,10010,81000080,0,0,0,0,0,0,0,0,0
0,160330,용사의 해안가2 카오스 LV 62~72,10010,81000080,0,0,0,0,0,0,0,0,0
0,160340,용사의 계곡 카오스 LV 67~74,10010,81000090,0,0,0,0,0,0,0,0,0
0,160350,위험한 폐광 카오스 LV 70~77,10010,81000100,0,0,0,0,0,0,0,0,0
0,160360,악마의 숨결 카오스 LV 74~80,10010,81000110,0,0,0,0,0,0,0,0,0
0,160370,이글거리는 늪지대 카오스 LV 80~89,10010,81000110,0,0,0,0,0,0,0,0,0
0,160380,큰나무 지대 카오스 LV 85~94,10010,81000110,0,0,0,0,0,0,0,0,0
0,160390,신들의 안식처 카오스 LV 90~99,10010,81000110,0,0,0,0,0,0,0,0,0
0,160400,고요의 숲1 카오스 LV 94~103,10010,81000110,0,0,0,0,0,0,0,0,0
0,160410,고요의 숲2 카오스 LV 98~107,10010,81000110,0,0,0,0,0,0,0,0,0
0,160420,이슬의 숲1 카오스 LV 102~111,10010,81000110,0,0,0,0,0,0,0,0,0
0,160430,이슬의 숲2 카오스 LV 116~115,10010,81000110,0,0,0,0,0,0,0,0,0
0,160440,용의 탑1 카오스 LV 110~119,10010,81000110,0,0,0,0,0,0,0,0,0
0,160450,용의 탑2 카오스 LV 114~123,10010,81000110,0,0,0,0,0,0,0,0,0
0,160460,용의 탑3 카오스 LV 118~127,10010,81000110,0,0,0,0,0,0,0,0,0
0,160470,히든 바람평원 LV 21~25,10010,39000010,0,0,0,0,0,0,0,0,0
0,160480,히든 배신자의 고개 LV 30~35,10010,39000020,0,0,0,0,0,0,0,0,0
0,160490,히든 용사의 해안가 LV 40~44,10010,39000030,0,0,0,0,0,0,0,0,0
0,160500,히든 용사의 계곡 LV 47~51,10010,39000030,0,0,0,0,0,0,0,0,0
0,160510,히든 위험한 광산 LV 50~54,10010,39000040,0,0,0,0,0,0,0,0,0
0,160520,히든 이글거리는 늪지대 LV 60~65,10010,39000050,0,0,0,0,0,0,0,0,0
0,160530,히든 고요의 숲 LV 74~79,10010,39000060,0,0,0,0,0,0,0,0,0
0,160540,히든 이슬의 숲 LV 82~87,10010,39000060,0,0,0,0,0,0,0,0,0
0,160550,히든 엘로라 주둔지 LV 90~95,10010,39000060,0,0,0,0,0,0,0,0,0
0,170010,바람의평원1 LV 1~10 코믹,10010,82000010,0,0,0,0,0,0,0,0,0
0,170020,바람의평원2 LV 5~12,10010,82000010,0,0,0,0,0,0,0,0,0
0,170030,배신자의 고개1 LV 10~18,10010,82000020,0,0,0,0,0,0,0,0,0
0,170040,배신자의 고개2 LV 12~22,10010,82000020,0,0,0,0,0,0,0,0,0
0,170050,용사의 해안가1 LV 20~27,10010,82000030,0,0,0,0,0,0,0,0,0
0,170060,용사의 해안가2 LV 22~32,10010,82000030,0,0,0,0,0,0,0,0,0
0,170070,용사의 계곡 LV 27~34,10010,82000030,0,0,0,0,0,0,0,0,0
0,170080,위험한 폐광 LV 30~37,10010,82000040,0,0,0,0,0,0,0,0,0
0,170090,악마의 숨결 LV 34~40,10010,82000040,0,0,0,0,0,0,0,0,0
0,170100,파렐경 던전 LV 22~25,10010,0,0,0,0,0,0,0,0,0,0
0,170110,파렐경 던전 LV 25,10010,0,0,0,0,0,0,0,0,0,0
0,170120,라발론 던전 LV 40~43,10010,0,0,0,0,0,0,0,0,0,0
0,170130,라발론 LV 43,10010,0,0,0,0,0,0,0,0,0,0
0,170140,이글거리는 늪지대 LV 40~49,10010,0,0,0,0,0,0,0,0,0,0
0,170150,큰나무 지대 LV 45~54,10010,0,0,0,0,0,0,0,0,0,0
0,170160,신들의 안식처 LV 50~59,10010,0,0,0,0,0,0,0,0,0,0
0,170170,고요의 숲1 LV 54~63,10010,0,0,0,0,0,0,0,0,0,0
0,170180,고요의 숲2 LV 58~67,10010,0,0,0,0,0,0,0,0,0,0
0,170190,이슬의 숲1 LV 62~71,10010,0,0,0,0,0,0,0,0,0,0
0,170200,이슬의 숲2 LV 66~75,10010,0,0,0,0,0,0,0,0,0,0
0,170210,용의 탑1 LV 70~79,10010,0,0,0,0,0,0,0,0,0,0
0,170220,용의 탑2 LV 74~83,10010,0,0,0,0,0,0,0,0,0,0
0,170230,용의 탑3 LV 78~87,10010,0,0,0,0,0,0,0,0,0,0
0,170240,사파이어던전 LV 55~56,10010,0,0,0,0,0,0,0,0,0,0
0,170250,사파이어 LV 65,10010,0,0,0,0,0,0,0,0,0,0
