IDX,BagNo,Memo,ElementNo,SuccessRateNo,TunningNo_Min,TunningNo_Max
382,19010400,배신자의 고개 1 미션 1 쌍카(마할카)(정예),19010400,990001,0,0
383,19010401,배신자의 고개 1 미션 1 너구리,19010401,990001,0,0
384,19010402,배신자의 고개 1 미션 1 생머리 너구리,19010402,990002,0,0
385,19010403,배신자의 고개 1 미션 1 펑 너구리,19010403,990002,0,0
386,19010404,배신자의 고개 1 미션 1 버크셔,19010404,990002,0,0
387,19010405,배신자의 고개 1 미션 1 버크셔(2),19010405,990002,0,0
388,19010406,배신자의 고개 1 미션 1 오크셔,19010406,990002,0,0
389,19010407,배신자의 고개 1 미션 1 주술사 오크셔,19010407,990002,0,0
390,19010408,배신자의 고개 1 미션 1 전갈박쥐,19010408,990002,0,0
391,19010409,배신자의 고개 1 미션 1 파란전갈박쥐,19010409,990002,0,0
642,19010410,배신자의 고개 1 미션 1 쌍카(마할카)(정예) 2단계,19010410,990001,0,0
643,19010411,배신자의 고개 1 미션 1 쌍카(마할카)(정예) 3단계,19010411,990001,0,0
644,19010412,배신자의 고개 1 미션 1 쌍카(마할카)(정예) 4단계,19010412,990001,0,0
581,19010500,침묵의 섬 파렐경,19010500,990001,0,0
582,19010501,침묵의 섬 쇠망치 미라,19010501,990002,0,0
583,19010502,침묵의 섬 스켈레턴,19010502,990002,0,0
584,19010503,침묵의 섬 스켈레통,19010503,990002,0,0
585,19010504,침묵의 섬 망각의 철퇴 미라,19010504,990002,0,0
3058,19010505,침묵의 섬 몬스터 1,19010505,990001,0,0
3059,19010506,침묵의 섬 몬스터 2,19010506,990001,0,0
3060,19010507,침묵의 섬 몬스터 3,19010507,990001,0,0
3061,19010508,침묵의 섬 몬스터 4,19010508,990001,0,0
3062,19010509,침묵의 섬 몬스터 5,19010509,990001,0,0
3079,19010510,침묵의 섬 베가본드 쫄 미친늑대,19010510,990001,0,0
3080,19010511,침묵의 섬 베가본드 쫄 사나운 늑대,19010511,990001,0,0
3081,19010512,침묵의 섬 베가본드 쫄 갈색늑대,19010512,990001,0,0
3082,19010513,침묵의 섬 카카루 쫄 붐붐,19010513,990001,0,0
3083,19010514,침묵의 섬 카카루 쫄 엄마붐붐,19010514,990001,0,0
3084,19010515,침묵의 섬 포키 쫄 1,19010515,990001,0,0
3085,19010516,침묵의 섬 포키 쫄 2,19010516,990001,0,0
3086,19010517,침묵의 섬 포키 쫄 3,19010517,990001,0,0
3087,19010518,침묵의 섬 주주 쫄 1,19010518,990001,0,0
3088,19010519,침묵의 섬 주주 쫄 2,19010519,990001,0,0
3089,19010520,침묵의 섬 주주 쫄 3,19010520,990001,0,0
3090,19010521,침묵의 섬 도쥬 쫄 1,19010521,990001,0,0
3091,19010522,침묵의 섬 도쥬 쫄 2,19010522,990001,0,0
3092,19010523,침묵의 섬 도쥬 쫄 3,19010523,990001,0,0
9641,19010524,시청지하 수로 스켈레턴(신 - 레벨 추가),19010524,990002,0,0
9642,19010525,시청지하 수로 스켈레통(신 - 레벨 추가),19010525,990002,0,0
1490,19010600,위험한 폐광 정예 1단계 그린들,19010600,990001,0,0
1491,19010601,위험한 폐광 정예 2단계 그린들,19010601,990001,0,0
1492,19010602,위험한 폐광 정예 3단계 그린들,19010602,990001,0,0
1493,19010603,위험한 폐광 정예 4단계 그린들,19010603,990001,0,0
1494,19010604,위험한 폐광 대필드 불찌,19010604,990002,0,0
1495,19010605,위험한 폐광 대필드 펑프,19010605,990002,0,0
1496,19010606,위험한 폐광 대필드 호박머리 너구리,19010606,990002,0,0
1497,19010607,위험한 폐광 대필드 스켈레통,19010607,990002,0,0
1498,19010608,위험한 폐광 대필드 암살자 펑프,19010608,990002,0,0
3099,19010609, 위험한 폐광 대필드 두두,19010609,990002,0,0
1499,19010610,위험한 폐광 미션 1 불찌,19010610,990002,0,0
1500,19010611,위험한 폐광 미션 1 난폭한 불찌,19010611,990002,0,0
1501,19010612,위험한 폐광 미션 1 돌연변이 불찌,19010612,990002,0,0
1502,19010613,위험한 폐광 미션 1 호박머리 너구리,19010613,990002,0,0
1503,19010614,위험한 폐광 미션 1 자드(큰),19010614,990002,0,0
1504,19010615,위험한 폐광 미션 1 스켈레통,19010615,990002,0,0
1505,19010616,위험한 폐광 미션 1 스켈레턴,19010616,990002,0,0
1506,19010617,위험한 폐광 미션 1 스켈레틱,19010617,990002,0,0
1507,19010618,위험한 폐광 미션 1 그린 동동,19010618,990002,0,0
1508,19010619,위험한 폐광 미션 1 블루 동동,19010619,990002,0,0
1509,19010620,위험한 폐광 미션 1 레드 동동,19010620,990002,0,0
1510,19010621,위험한 폐광 미션 1 그레이 동동,19010621,990002,0,0
1511,19010622,위험한 폐광 미션 1 펑프,19010622,990002,0,0
1512,19010623,위험한 폐광 미션 1 암살자 펑프,19010623,990002,0,0
1513,19010624,위험한 폐광 미션 1 도둑펑프,19010624,990002,0,0
2972,19010625,위험한 폐광 강화 1단계 쿵카(투투),19010625,990001,0,0
2973,19010626,위험한 폐광 강화 1단계 쿵카(투투),19010626,990001,0,0
2974,19010627,위험한 폐광 강화 1단계 쿵카(투투),19010627,990001,0,0
2975,19010628,위험한 폐광 강화 1단계 쿵카(투투),19010628,990001,0,0
3100,19010629, 위험한 폐광 대필드 주먹 두두,19010629,990002,0,0
3101,19010630, 위험한 폐광 대필드 주술사 두두,19010630,990002,0,0
2904,19013100,히든 용사의해안가 정예 1,19013100,990001,0,0
2905,19013101,히든 용사의해안가 정예 2,19013101,990001,0,0
2906,19013102,히든 용사의해안가 몽글,19013102,990001,0,0
2907,19013103,히든 용사의해안가 붉은 자드,19013103,990001,0,0
2908,19013104,히든 용사의해안가 리버 자드,19013104,990001,0,0
2909,19013105,히든 용사의해안가 별가사리 라라라,19013105,990001,0,0
2910,19013106,히든 용사의해안가 상어,19013106,990001,0,0
2911,19013107,히든 용사의해안가 갑판상어,19013107,990001,0,0
2912,19013200,히든 용사의계곡 정예 1,19013200,990001,0,0
2913,19013201,히든 용사의계곡 정예 2,19013201,990001,0,0
2914,19013202,히든 용사의계곡 다크니스트,19013202,990001,0,0
2915,19013203,히든 용사의계곡 그리드 혈기사,19013203,990001,0,0
2916,19013204,히든 용사의계곡 그리드 용기사,19013204,990001,0,0
2917,19013205,히든 용사의계곡 빅스,19013205,990001,0,0
2918,19013206,히든 용사의계곡 코어,19013206,990001,0,0
2919,19013207,히든 용사의계곡 헬릭스 코어,19013207,990001,0,0
2888,19013300,히든 바람평원 정예 1,19013300,990001,0,0
2889,19013301,히든 바람평원 정예 2,19013301,990001,0,0
2890,19013302,히든 바람평원 미친늑대,19013302,990001,0,0
2891,19013303,히든 바람평원 사나운 늑대,19013303,990001,0,0
2892,19013304,히든 바람평원 갈색 늑대,19013304,990001,0,0
2893,19013305,히든 바람평원 칼 부리 호르,19013305,990001,0,0
2894,19013306,히든 바람평원 호르,19013306,990001,0,0
2895,19013307,히든 바람평원 애벌레,19013307,990001,0,0
2896,19013400,히든 배신자의고개 정예 1,19013400,990001,0,0
2897,19013401,히든 배신자의고개 정예 2,19013401,990001,0,0
2898,19013402,히든 배신자의고개 오크셔,19013402,990001,0,0
2899,19013403,히든 배신자의고개 주술사 오크셔,19013403,990001,0,0
2900,19013404,히든 배신자의고개 큰 뿔 풍뎅이,19013404,990001,0,0
2901,19013405,히든 배신자의고개 미미르 독침병,19013405,990001,0,0
2902,19013406,히든 배신자의고개 미미르,19013406,990001,0,0
2903,19013407,히든 배신자의고개 전갈 박쥐,19013407,990001,0,0
2920,19013600,히든 위험한 광산 정예 1,19013600,990001,0,0
2921,19013601,히든 위험한 광산 정예 2,19013601,990001,0,0
2922,19013602,히든 위험한 광산 스켈레통,19013602,990001,0,0
2923,19013603,히든 위험한 광산 스켈레턴,19013603,990001,0,0
2924,19013604,히든 위험한 광산 암살자 펑프,19013604,990001,0,0
2925,19013605,히든 위험한 광산 도둑 펑프,19013605,990001,0,0
2926,19013606,히든 위험한 광산 엄마 붐붐,19013606,990001,0,0
2927,19013607,히든 위험한 광산 용암 붐붐,19013607,990001,0,0
5886,19015400,주방장 미션1,19015400,990001,1,0
5675,19015401,타코/Tako_Normal (미션난이도1),19015401,990001,3,0
5677,19015402,크림 타코/Tako_Cream (미션난이도1),19015402,990001,1,0
5679,19015403,먹물 타코/Tako_Octopus (미션난이도1),19015403,990001,2,0
5681,19015404,삼각김밥/Triangle_Laver (미션난이도1),19015404,990001,2,0
5683,19015405,단무지 삼각김밥/Triangle_Pickle (미션난이도1),19015405,990001,3,0
5685,19015406,매운 삼각김밥/Triangle_Hot  (미션난이도1),19015406,990001,2,0
5687,19015407,체리 푸딩/Pudding_Cherry  (미션난이도1),19015407,990001,2,0
5689,19015408,크림 푸딩/Pudding_Cream  (미션난이도1),19015408,990001,3,0
5690,19015409,쿠키 푸딩/Pudding_Cookie  (미션난이도1),19015409,990001,1,0
5691,19015410,새우튀김 우동/Noodles_Shrimp  (미션난이도1),19015410,990001,2,0
5692,19015411,야채튀김 우동/Noodles_Vegetales  (미션난이도1),19015411,990001,3,0
5693,19015412,유부 우동/Noodles_Friedbeancurd  (미션난이도1),19015412,990001,1,0
5694,19015413,새우 초밥/Sushi_Shrimp  (미션난이도1),19015413,990001,1,0
5696,19015414,문어 초밥/Sushi_Octopus  (미션난이도1),19015414,990001,3,0
5698,19015415,고등어 초밥/Sushi_Mackerel  (미션난이도1),19015415,990001,3,0
5700,19015416,계란 초밥/Sushi_Egg  (미션난이도1),19015416,990001,3,0
5702,19015417,연어알 초밥/Sushi_Salmon  (미션난이도1),19015417,990001,3,0
5704,19015418,오도로 초밥왕/Sushi_King  (미션난이도1),19015418,990001,3,0
586,19020100,악마의 숨결 미션 삼바바(정예),19020100,990001,0,0
587,19020101,악마의 숨결 미션 1 호박머리 너구리,19020101,990002,0,0
588,19020102,악마의 숨결 미션 1 스켈레마,19020102,990002,0,0
589,19020103,악마의 숨결 미션 1 스켈레바,19020103,990002,0,0
590,19020104,악마의 숨결 미션 1 스켈레턴,19020104,990002,0,0
591,19020105,악마의 숨결 미션 1 스켈레통,19020105,990002,0,0
592,19020106,악마의 숨결 미션 1 스켈레톤 엉클,19020106,990002,0,0
593,19020107,악마의 숨결 미션 1 스켈레톤 정찰병,19020107,990002,0,0
594,19020108,악마의 숨결 미션 1 커다란 스켈레턴,19020108,990002,0,0
595,19020109,악마의 숨결 미션 1 용암붐붐,19020109,990002,0,0
596,19020110,악마의 숨결 미션 1 작은 용암붐붐,19020110,990002,0,0
660,19020111,악마의 숨결 미션 삼바바(정예) 2단계,19020111,990001,0,0
661,19020112,악마의 숨결 미션 삼바바(정예) 3단계,19020112,990001,0,0
662,19020113,악마의 숨결 미션 삼바바(정예) 4단계,19020113,990001,0,0
634,19020200,마그마 던전 보스 라발론,19020200,990001,0,0
635,19020201,마그마 던전 스켈레틱,19020201,990002,0,0
636,19020202,마그마 던전 스켈레마,19020202,990002,0,0
637,19020203,마그마 던전 스켈레바,19020203,990002,0,0
638,19020204,마그마 던전 용암붐붐,19020204,990002,0,0
663,19020205,마그마 던전 보스방 꼬마용 레드 그레이,19020205,990002,0,0
664,19020206,마그마 던전 보스방 스켈레톤 엉클 정찰병,19020206,990002,0,0
3102,19020207,마그마 던전 보스 라발론 심장,19020207,990001,0,0
2986,19020208,마그마 던전 몬스터 1,19020208,990002,0,0
2987,19020209,마그마 던전 몬스터 2,19020209,990002,0,0
2988,19020210,마그마 던전 몬스터 3,19020210,990002,0,0
2989,19020211,마그마 던전 몬스터 4,19020211,990002,0,0
3103,19020212,마그마 던전 문지기 삼바바 1,19020212,990001,0,0
3104,19020213,마그마 던전 문지기 삼바바 2,19020213,990001,0,0
3105,19020214,마그마 던전 문지기 삼바바 3,19020214,990001,0,0
3381,19020215,마그마 던전 마력포,19020215,990001,0,0
3389,19020216,마그마 던전 그레이 동동(마력탄),19020216,990001,0,0
665,19020300,이글거리는 늪지대 정예 1단계 반디 왕,19020300,990001,0,0
666,19020301,이글거리는 늪지대 정예 2단계 반디 왕,19020301,990001,0,0
667,19020302,이글거리는 늪지대 정예 3단계 반디 왕,19020302,990001,0,0
668,19020303,이글거리는 늪지대 정예 4단계 반디 왕,19020303,990001,0,0
669,19020304,이글거리는 늪지대 대필드 엄마붐붐,19020304,990002,0,0
670,19020305,이글거리는 늪지대 대필드 뼈다귀 다일,19020305,990002,0,0
671,19020306,이글거리는 늪지대 대필드 늪지괴물,19020306,990002,0,0
672,19020307,이글거리는 늪지대 대필드 큰뿔 풍뎅이,19020307,990002,0,0
673,19020308,이글거리는 늪지대 대필드 개굴맹이,19020308,990002,0,0
674,19020309,이글거리는 늪지대 대필드 반디,19020309,990002,0,0
675,19020310,이글거리는 늪지대 미션 1 엄마붐붐,19020310,990002,0,0
676,19020311,이글거리는 늪지대 미션 1 뼈다귀 다일,19020311,990002,0,0
677,19020312,이글거리는 늪지대 미션 1 다일,19020312,990002,0,0
678,19020313,이글거리는 늪지대 미션 1 화난 다일,19020313,990002,0,0
679,19020314,이글거리는 늪지대 미션 1 늪지괴물,19020314,990002,0,0
680,19020315,이글거리는 늪지대 미션 1 수포 늪지괴물,19020315,990002,0,0
681,19020316,이글거리는 늪지대 미션 1 진흙 늪지괴물,19020316,990002,0,0
682,19020317,이글거리는 늪지대 미션 1 작은 늪지괴물,19020317,990002,0,0
683,19020318,이글거리는 늪지대 미션 1 전사 팽이,19020318,990002,0,0
684,19020319,이글거리는 늪지대 미션 1 투구팽이,19020319,990002,0,0
685,19020320,이글거리는 늪지대 미션 1 윙,19020320,990002,0,0
686,19020321,이글거리는 늪지대 미션 1 큰 눈 윙,19020321,990002,0,0
687,19020322,이글거리는 늪지대 미션 1 큰뿔 풍뎅이,19020322,990002,0,0
688,19020323,이글거리는 늪지대 미션 1 사슴뿔 풍뎅이,19020323,990002,0,0
689,19020324,이글거리는 늪지대 미션 1 개굴맹이,19020324,990002,0,0
690,19020325,이글거리는 늪지대 미션 1 개굴꽁이,19020325,990002,0,0
691,19020326,이글거리는 늪지대 미션 1 반디 정찰병,19020326,990002,0,0
692,19020327,이글거리는 늪지대 미션 1 반디,19020327,990002,0,0
748,19020400,큰나무지대 정예 1단계 우마이,19020400,990001,0,0
749,19020401,큰나무지대 정예 2단계 우마이,19020401,990001,0,0
750,19020402,큰나무지대 정예 3단계 우마이,19020402,990001,0,0
751,19020403,큰나무지대 정예 4단계 우마이,19020403,990001,0,0
752,19020404,큰나무지대 대필드  풍뎅이,19020404,990002,0,0
753,19020405,큰나무지대 대필드  호르,19020405,990002,0,0
754,19020406,큰나무지대 대필드  갈퀴거미,19020406,990002,0,0
755,19020407,큰나무지대 대필드  난폭한 나무꾼,19020407,990002,0,0
756,19020408,큰나무지대 대필드  야쿠트,19020408,990002,0,0
757,19020410,큰나무지대 미션 1 풍뎅이,19020410,990002,0,0
758,19020411,큰나무지대 미션 1 큰뿔 풍뎅이,19020411,990002,0,0
759,19020412,큰나무지대 미션 1 호르,19020412,990002,0,0
760,19020413,큰나무지대 미션 1 칼부리 호르,19020413,990002,0,0
761,19020414,큰나무지대 미션 1 갈퀴 거미,19020414,990002,0,0
762,19020415,큰나무지대 미션 1 난폭한 나무꾼,19020415,990002,0,0
763,19020416,큰나무지대 미션 1 톱날 나무꾼,19020416,990002,0,0
764,19020417,큰나무지대 미션 1 노란 초목이,19020417,990002,0,0
765,19020418,큰나무지대 미션 1 까칠한 초목이,19020418,990002,0,0
766,19020419,큰나무지대 미션 1 물갈퀴일족 투사,19020419,990002,0,0
767,19020420,큰나무지대 미션 1 물갈퀴일족 일꾼,19020420,990002,0,0
768,19020421,큰나무지대 미션 1 병든 물갈퀴일족 일꾼,19020421,990002,0,0
769,19020422,큰나무지대 미션 1 야쿠트,19020422,990002,0,0
770,19020423,큰나무지대 미션 1 투척병 야쿠트,19020423,990002,0,0
824,19020500,신들의안식처 정예 1단계 켄타우르스,19020500,990001,0,0
825,19020501,신들의안식처 정예 2단계 켄타우르스,19020501,990001,0,0
826,19020502,신들의안식처 정예 3단계 켄타우르스,19020502,990001,0,0
827,19020503,신들의안식처 정예 4단계 켄타우르스,19020503,990001,0,0
828,19020504,신들의안식처 대필드 푸카 쵸피,19020504,990002,0,0
829,19020505,신들의안식처 대필드 개굴맹이,19020505,990002,0,0
830,19020506,신들의안식처 대필드 반디 정찰병,19020506,990002,0,0
831,19020507,신들의안식처 대필드 물갈퀴일족 일꾼,19020507,990002,0,0
832,19020508,신들의안식처 대필드 켄타,19020508,990102,0,0
833,19020510,신들의안식처 미션 1 푸카 쵸피,19020510,990002,0,0
834,19020511,신들의안식처 미션 1 푸카 페포,19020511,990002,0,0
835,19020512,신들의안식처 미션 1 푸카 프라미,19020512,990002,0,0
836,19020513,신들의안식처 미션 1 개굴꽁이,19020513,990002,0,0
837,19020514,신들의안식처 미션 1 페리몽글,19020514,990002,0,0
838,19020515,신들의안식처 미션 1 필라몽글,19020515,990002,0,0
839,19020516,신들의안식처 미션 1 복어,19020516,990002,0,0
840,19020517,신들의안식처 미션 1 물갈퀴일족 투사,19020517,990002,0,0
841,19020518,신들의안식처 미션 1 물갈퀴일족 주술사,19020518,990002,0,0
842,19020519,신들의안식처 미션 1 호르,19020519,990002,0,0
843,19020520,신들의안식처 미션 1 칼부리 호르,19020520,990002,0,0
844,19020521,신들의안식처 미션 1 호르스 호르,19020521,990002,0,0
845,19020522,신들의안식처 미션 1 켄타,19020522,990102,0,0
846,19020523,신들의안식처 미션 1 투사 켄타,19020523,990102,0,0
847,19020524,신들의안식처 미션 1 정찰병 켄타,19020524,990002,0,0
2928,19023300,히든 이글거리는늪지대 정예 1,19023300,990001,0,0
2929,19023301,히든 이글거리는늪지대 정예 2,19023301,990001,0,0
2930,19023302,히든 이글거리는늪지대 반디,19023302,990001,0,0
2931,19023303,히든 이글거리는늪지대 반디 정찰병,19023303,990001,0,0
2932,19023304,히든 이글거리는늪지대 뼈다귀 다일,19023304,990001,0,0
2933,19023305,히든 이글거리는늪지대 물갈퀴일족 투사,19023305,990001,0,0
2934,19023306,히든 이글거리는늪지대 물갈퀴일족 주술사,19023306,990001,0,0
2935,19023307,히든 이글거리는늪지대 호루스 호르,19023307,990001,0,0
896,19030100,고요의숲1 정예 1단계 부엉이 대장,19030100,990001,0,0
897,19030101,고요의숲1 정예 2단계 부엉이 대장,19030101,990001,0,0
898,19030102,고요의숲1 정예 3단계 부엉이 대장,19030102,990001,0,0
899,19030103,고요의숲1 정예 4단계 부엉이 대장,19030103,990001,0,0
900,19030104,고요의숲1 대필드 드라이어드,19030104,990002,0,0
901,19030105,고요의숲1 대필드 줄기 악마꽃,19030105,990002,0,0
902,19030106,고요의숲1 대필드 씨 악마꽃,19030106,990002,0,0
903,19030107,고요의숲1 대필드 애벌레,19030107,990002,0,0
904,19030108,고요의숲1 대필드 펑프,19030108,990002,0,0
905,19030109,고요의숲1 대필드 미미르,19030109,990002,0,0
906,19030110,고요의숲1 미션 1 드라이어드,19030110,990002,0,0
907,19030111,고요의숲1 미션 1 줄기 악마꽃,19030111,990002,0,0
908,19030112,고요의숲1 미션 1 씨 악마꽃,19030112,990002,0,0
909,19030113,고요의숲1 미션 1 데비,19030113,990002,0,0
910,19030114,고요의숲1 미션 1 애벌레,19030114,990002,0,0
911,19030115,고요의숲1 미션 1 갈퀴 애벌레,19030115,990002,0,0
912,19030116,고요의숲1 미션 1 펑프,19030116,990002,0,0
913,19030117,고요의숲1 미션 1 암살자 펑프,19030117,990002,0,0
914,19030118,고요의숲1 미션 1 미미르,19030118,990002,0,0
915,19030119,고요의숲1 미션 1 미미르 독침병,19030119,990002,0,0
916,19030120,고요의숲1 미션 1 사마귀,19030120,990002,0,0
